publisher_name,id,message,severity,category,count,spend_category,spend_category_year,Publisher
taf,3.4.2,"Percentage values for recipient countries or regions, must add up to 100%.",error,geo,1,No spend data for 2019-2021,,The Asia Foundation
taf,4.3.1,The title must contain narrative content.,error,information,2,No spend data for 2019-2021,,The Asia Foundation
taf,4.4.1,The description must contain narrative content.,error,information,4,No spend data for 2019-2021,,The Asia Foundation
taf,6.11.1,The activity must have a planned start date or an actual start date.,error,information,2,No spend data for 2019-2021,,The Asia Foundation
taf,6.9.1,The provider organisation must have an organisation identifier or a narrative.,error,financial,2,No spend data for 2019-2021,,The Asia Foundation
taf,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,1,No spend data for 2019-2021,,The Asia Foundation
taf,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,8,No spend data for 2019-2021,,The Asia Foundation
taf,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,1,No spend data for 2019-2021,,The Asia Foundation
taf,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,No spend data for 2019-2021,,The Asia Foundation
taf,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,8,No spend data for 2019-2021,,The Asia Foundation
taf,9.4.1,The activity date type is invalid.,error,information,4,No spend data for 2019-2021,,The Asia Foundation
taf,9.93.1,The transaction type is invalid.,error,financial,2,No spend data for 2019-2021,,The Asia Foundation
tbi,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,8,> 1M & <= 10M,2020,Tropenbos International
tbi,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",error,classifications,1,> 1M & <= 10M,2020,Tropenbos International
tbi,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,1,> 1M & <= 10M,2020,Tropenbos International
tbi,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,26,> 1M & <= 10M,2020,Tropenbos International
tbi,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,6,> 1M & <= 10M,2020,Tropenbos International
tbi,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,25,> 1M & <= 10M,2020,Tropenbos International
tdh_foundation,1.1.21,The activity identifier should begin with your IATI organisation identifier (either the current IATI Organisation identifier for the reporting organisation or a previous version included in other-identifier element) followed by a unique string for the activity separated by a hyphen,warning,identifiers,1,> 1M & <= 10M,2020,Terre des hommes- Aide à l'enfance dans le monde- Fondation
tdh_nl,11.1.5,The actual end date of the activity must not be in the future.,error,iati,2,> 10M & <= 100M,2019,Terre des Hommes Netherlands
tdh_nl,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,5,> 10M & <= 100M,2019,Terre des Hommes Netherlands
tdh_nl,3.7.2,Recipient country or recipient region should be declared for either the activity or for all transactions.,error,financial,19,> 10M & <= 100M,2019,Terre des Hommes Netherlands
tdh_nl,4.4.1,The description must contain narrative content.,error,information,65,> 10M & <= 100M,2019,Terre des Hommes Netherlands
tdh_nl,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,223,> 10M & <= 100M,2019,Terre des Hommes Netherlands
tdh_nl,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,416,> 10M & <= 100M,2019,Terre des Hommes Netherlands
tdh_nl,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,1,> 10M & <= 100M,2019,Terre des Hommes Netherlands
tearfund,0.3.1,"Element 'value': The attribute 'value-date' is required but missing.
",critical,schema,40,No spend data for 2019-2021,,Tearfund
tearfund,1.10.1,The provider organisation identifier should not start or end with spaces or newlines.,warning,financial,6,No spend data for 2019-2021,,Tearfund
tearfund,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,1,No spend data for 2019-2021,,Tearfund
tearfund,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,3,No spend data for 2019-2021,,Tearfund
tearfund,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,9,No spend data for 2019-2021,,Tearfund
tearfund,2.2.1,"When using a reporting organisation sector code (vocabulary 98 or 99), it must include a narrative.",error,classifications,4,No spend data for 2019-2021,,Tearfund
tearfund,4.1.1,The activity should specify a default language OR the language must be specified for each narrative element.,error,information,77,No spend data for 2019-2021,,Tearfund
tffus,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,1,<=1M,2021,The Freedom Fund (US)
tha,1.7.1,The related activity identifier should not start or end with spaces or newlines.,warning,relations,6,No spend data for 2019-2021,,The Hague Academy for Local Governance
theglobalfund,11.1.5,The actual end date of the activity must not be in the future.,error,iati,6,> 1B,2021,"The Global Fund to Fight AIDS, Tuberculosis and Malaria"
theglobalfund,7.5.3,Budget Period must not be longer than one year.,error,financial,1,> 1B,2021,"The Global Fund to Fight AIDS, Tuberculosis and Malaria"
theglobalfund,7.9.2,"Percentage values for budget items, should add up to 100%.",warning,financial,228,> 1B,2021,"The Global Fund to Fight AIDS, Tuberculosis and Malaria"
theglobalfund,9.27.1,The document format is invalid.,error,documents,1,> 1B,2021,"The Global Fund to Fight AIDS, Tuberculosis and Malaria"
ti_nl,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,3,<=1M,2021,Transition International
ti_nl,8.9.1,"The target must have a value when indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,4,<=1M,2021,Transition International
ti_nl,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,<=1M,2021,Transition International
ticah,8.10.3,The actual value should be omitted for qualitative indicator measures.,warning,performance,1,No spend data for 2019-2021,,Trust for Indigenous Culture and Health
ticah,8.9.3,The target value should be omitted for qualitative measures.,warning,performance,2,No spend data for 2019-2021,,Trust for Indigenous Culture and Health
tlmew,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,8,<=1M,2021,The Leprosy Mission England and Wales
tlmnepal,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,<=1M,2021,The Leprosy Mission Nepal
tmea,2.1.2,"Percentage values for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",error,classifications,1,> 10M & <= 100M,2019,TradeMark East Africa
tmea,2.1.4,"When a single sector is declared, the percentage must either be omitted, or set to 100.",error,classifications,1,> 10M & <= 100M,2019,TradeMark East Africa
tmea,3.4.1,"When multiple recipient countries or regions are declared, each must have a percentage.",error,geo,103,> 10M & <= 100M,2019,TradeMark East Africa
tmea,8.6.3,The start of the period must be before the end of the period.,error,financial,9,> 10M & <= 100M,2019,TradeMark East Africa
tni,7.5.3,Budget Period must not be longer than one year.,error,financial,4,> 1M & <= 10M,2019,Transnational Institute
tni,8.10.3,The actual value should be omitted for qualitative indicator measures.,warning,performance,1,> 1M & <= 10M,2019,Transnational Institute
tni,8.8.3,The baseline value should be omitted for qualitative measures.,warning,performance,1,> 1M & <= 10M,2019,Transnational Institute
tni,8.9.3,The target value should be omitted for qualitative measures.,warning,performance,1,> 1M & <= 10M,2019,Transnational Institute
tns,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,> 1M & <= 10M,2020,TechnoServe
tns,8.10.1,"The actual must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,1,> 1M & <= 10M,2020,TechnoServe
tns,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,51,> 1M & <= 10M,2020,TechnoServe
tns,8.9.1,"The target must have a value when indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,15,> 1M & <= 10M,2020,TechnoServe
tns,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,51,> 1M & <= 10M,2020,TechnoServe
traidcraft,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,1,<=1M,2019,Traidcraft Exchange
transparency-international,1.1.21,The activity identifier should begin with your IATI organisation identifier (either the current IATI Organisation identifier for the reporting organisation or a previous version included in other-identifier element) followed by a unique string for the activity separated by a hyphen,warning,identifiers,15,No spend data for 2019-2021,,Transparency International Secretariat
transparency-international,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,1,No spend data for 2019-2021,,Transparency International Secretariat
treea,1.10.13,"The provider organisation identifier must not contain any of the symbols /, &, | or ?.",warning,financial,2,<=1M,2020,TREE AID
treea,1.15.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,financial,2,<=1M,2020,TREE AID
treea,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,3,<=1M,2020,TREE AID
treea,1.8.13,"The receiver-org identifier must not contain any of the symbols /, &, | or ?.",warning,participating,1,<=1M,2020,TREE AID
trias,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,2,> 10M & <= 100M,2019,Trias
trig,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,No spend data for 2019-2021,,Triggerise Ethiopia
trig,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,2,No spend data for 2019-2021,,Triggerise Ethiopia
tripleline_crownagents,0.1.1,"Extra content at the end of the document
",critical,iati,1,No spend data for 2019-2021,,Triple Line
uafla,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,2,<=1M,2020,Urgent Action Fund Latin America and the Caribbean
ub,6.9.2,The receiver organisation must have an organisation identifier or a narrative.,error,financial,1,<=1M,2019,Unicef Belgium National Committee
ucos,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,1,<=1M,2020,Universitair Centrum voor Ontwikkelingssamenwerking
uct,1.15.1,The receiver-org identifier should not start or end with spaces or newlines.,warning,financial,1,<=1M,2020,University of Cape Town
udom,1.10.1,The provider organisation identifier should not start or end with spaces or newlines.,warning,financial,1,No spend data for 2019-2021,,"The University of Dodoma (UDOM), Tanzania"
udom,1.5.1,The receiver-org activity identifier should not start or end with spaces or newlines.,warning,financial,1,No spend data for 2019-2021,,"The University of Dodoma (UDOM), Tanzania"
udpk,0.3.1,"Element 'indicator': The attribute 'measure' is required but missing.
",critical,schema,1,No spend data for 2019-2021,,United Disabled Persons of Kenya
udpk,7.5.3,Budget Period must not be longer than one year.,error,financial,1,No spend data for 2019-2021,,United Disabled Persons of Kenya
udpk,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,5,No spend data for 2019-2021,,United Disabled Persons of Kenya
uhai-eashri,2.2.1,"When using a reporting organisation sector code (vocabulary 98 or 99), it must include a narrative.",error,classifications,1,<=1M,2021,UHAI EASHRI
uhai-eashri,6.14.1,"When using a policy marker code for vocabulary 1, it must include a significance.",error,classifications,7,<=1M,2021,UHAI EASHRI
umu,1.4.1,The provider-org activity identifier should not start or end with spaces or newlines.,warning,financial,2,No spend data for 2019-2021,,Uganda Martyrs University
un-environment,2.1.1,"When multiple sectors, within a vocabulary (e.g. 1 - OECD DAC) are declared, each must have a percentage.",error,classifications,5,> 10M & <= 100M,2019,United Nations Environment Programme (UNEP)
un-environment,4.1.1,The activity should specify a default language OR the language must be specified for each narrative element.,error,information,518,> 10M & <= 100M,2019,United Nations Environment Programme (UNEP)
un-environment,7.5.3,Budget Period must not be longer than one year.,error,financial,13,> 10M & <= 100M,2019,United Nations Environment Programme (UNEP)
un-environment,9.41.1,The organisation role is invalid.,error,participating,155,> 10M & <= 100M,2019,United Nations Environment Programme (UNEP)
un-environment,9.51.1,The recipient region code is invalid.,error,geo,34,> 10M & <= 100M,2019,United Nations Environment Programme (UNEP)
un-environment,9.76.1,The OECD DAC sector is invalid.,error,classifications,21,> 10M & <= 100M,2019,United Nations Environment Programme (UNEP)
unaids,7.5.3,Budget Period must not be longer than one year.,error,financial,106,> 10M & <= 100M,2020,United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS)
uncdf,107.2.2,Each transaction should only contain one aid type code per aid type vocabulary (e.g. 1 - OECD DAC),warning,financial,31,> 10M & <= 100M,2020,United Nations Capital Development Fund
uncdf,2.1.2,"Percentage values for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",error,classifications,7,> 10M & <= 100M,2020,United Nations Capital Development Fund
uncdf,8.6.3,The start of the period must be before the end of the period.,error,financial,11,> 10M & <= 100M,2020,United Nations Capital Development Fund
undp,0.3.1,"Element 'title': This element is not expected. Expected is ( category ).
",critical,schema,2,> 1B,2021,United Nations Development Programme (UNDP)
undp,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,2,> 1B,2021,United Nations Development Programme (UNDP)
undp,11.1.2,The planned start date of the activity must be before the planned end date.,error,iati,2,> 1B,2021,United Nations Development Programme (UNDP)
undp,11.1.4,The actual start date of the activity must not be in the future.,error,iati,4,> 1B,2021,United Nations Development Programme (UNDP)
undp,2.1.2,"Percentage values for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",error,classifications,127,> 1B,2021,United Nations Development Programme (UNDP)
undp,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,2,> 1B,2021,United Nations Development Programme (UNDP)
undp,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,9,> 1B,2021,United Nations Development Programme (UNDP)
undp,8.10.2,"The actual value should be a valid number for all non-qualitative indicator measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,30057,> 1B,2021,United Nations Development Programme (UNDP)
undp,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,11159,> 1B,2021,United Nations Development Programme (UNDP)
undp,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,29323,> 1B,2021,United Nations Development Programme (UNDP)
undp,9.100.1,The language code is invalid.,error,documents,7,> 1B,2021,United Nations Development Programme (UNDP)
undp,9.29.1,The document language code is invalid.,error,documents,2,> 1B,2021,United Nations Development Programme (UNDP)
undp,9.34.1,The location feature designation type code is invalid.,error,geo,17,> 1B,2021,United Nations Development Programme (UNDP)
undp,9.42.1,The organisation type is invalid.,error,participating,29,> 1B,2021,United Nations Development Programme (UNDP)
undp,9.88.1,The organisation type is invalid.,error,financial,19,> 1B,2021,United Nations Development Programme (UNDP)
unesco,0.3.1,"Element 'other-identifier': This element is not expected. Expected is one of ( description, participating-org ).
",critical,schema,1,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,4067,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,12.1.1,The country/region percentage value must be between 0.0 and 100.0 (inclusive).,error,geo,1,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,12.3.1,The sector percentage value must be between 0.0 and 100.0 (inclusive).,error,classifications,1003,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,2.1.4,"When a single sector is declared, the percentage must either be omitted, or set to 100.",error,classifications,2888,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,2.2.1,"When using a reporting organisation sector code (vocabulary 98 or 99), it must include a narrative.",error,classifications,5000,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,8,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,3.1.4,"When a single recipient country is declared, the percentage must either be omitted, or set to 100.",error,geo,52,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,3.4.2,"Percentage values for recipient countries or regions, must add up to 100%.",error,geo,43,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,3.4.4,"When a single recipient region in a vocabulary is declared, the percentage must either be omitted, or set to 100.",error,geo,66,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,3.7.2,Recipient country or recipient region should be declared for either the activity or for all transactions.,error,financial,368,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,4.4.1,The description must contain narrative content.,error,information,1189,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,9.27.1,The document format is invalid.,error,documents,7,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,9.47.1,The policy marker code is invalid.,error,classifications,3520,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unesco,9.6.1,The activity scope code is invalid.,error,information,369,> 100M & <= 1B,2021,"United Nations Educational, Scientific and Cultural Organization (UNESCO)"
unfpa,0.1.1,"SYSTEM or PUBLIC, the URI is missing
",critical,iati,1,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,0.6.1,"Version 1.03 of the IATI Standard is no longer supported. Supported versions: 2.01, 2.02, 2.03",critical,documents,1,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,12.3.1,The sector percentage value must be between 0.0 and 100.0 (inclusive).,error,classifications,85,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,2.1.2,"Percentage values for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",error,classifications,903,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,3.6.2,Recipient countries or regions must only be declared at activity level OR for all transactions.,error,financial,3016,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,3.7.2,Recipient country or recipient region should be declared for either the activity or for all transactions.,error,financial,116,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,4.1.1,The activity should specify a default language OR the language must be specified for each narrative element.,error,information,71964,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,354,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,6.6.2,Sectors must only be declared at activity level OR for all transactions.,error,classifications,3354,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,72,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,9.28.1,The document category code is invalid.,error,documents,6475,> 100M & <= 1B,2021,United Nations Population Fund
unfpa,9.85.1,The recipient country code is invalid.,error,financial,981,> 100M & <= 1B,2021,United Nations Population Fund
ungc-uk,1.3.1,The iati-identifier should not start or end with spaces or newlines.,warning,identifiers,1,No spend data for 2019-2021,,UN Global Compact Local Network UK
unhcr,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,18,> 1B,2020,United Nations High Commissioner for Refugees (UNHCR)
unhcr,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,2039,> 1B,2020,United Nations High Commissioner for Refugees (UNHCR)
unhcr,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 1B,2020,United Nations High Commissioner for Refugees (UNHCR)
unicef,11.1.5,The actual end date of the activity must not be in the future.,error,iati,3728,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,12.2.2,The percentage value must be 0.0 or positive.,error,financial,171,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,12.3.2,The sector percentage value must be 0.0 or positive.,error,classifications,3138,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,2.1.2,"Percentage values for sectors, within a vocabulary (e.g. 1 - OECD DAC), must add up to 100%.",error,classifications,1487,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,2.1.4,"When a single sector is declared, the percentage must either be omitted, or set to 100.",error,classifications,1,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,4.3.1,The title must contain narrative content.,error,information,4803,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,4.4.1,The description must contain narrative content.,error,information,813711,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,8.6.1,The start date of the indicator period must be before the end date of the indicator period.,error,performance,20,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.101.1,The recipient country code is invalid.,error,documents,62,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.103.1,The recipient country code is invalid.,error,financial,144,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.104.1,The currency code is invalid.,error,financial,1,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.27.1,The document format is invalid.,error,documents,8540,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.31.1,The humanitarian scope type is invalid.,error,classifications,9,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.32.1,The humanitarian scope vocabulary is invalid.,error,classifications,9,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.34.1,The location feature designation type code is invalid.,error,geo,44148,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.35.1,The location class code is invalid.,error,geo,44148,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.36.1,The location identifier vocabulary is invalid.,error,geo,44148,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.42.1,The organisation type is invalid.,error,participating,11200,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.44.1,The organisation type is invalid.,error,financial,49761,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.45.1,The organisation type is invalid.,error,financial,49761,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.50.1,The recipient country code is invalid.,error,geo,1438,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.51.1,The recipient region code is invalid.,error,geo,1438,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.52.1,The recipient region vocabulary is invalid.,error,geo,14171,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.6.1,The activity scope code is invalid.,error,information,14171,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.60.1,The indicator measure is invalid.,error,performance,38995,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.7.1,The budget status is invalid.,error,financial,248573,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.88.1,The organisation type is invalid.,error,financial,767250,> 1B,2021,United Nations Children's Fund (UNICEF)
unicef,9.98.1,The document format is invalid.,error,documents,18,> 1B,2021,United Nations Children's Fund (UNICEF)
unicefnl,3.1.2,"Percentage values for recipient countries, must add up to 100%.",error,geo,1,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,3.1.4,"When a single recipient country is declared, the percentage must either be omitted, or set to 100.",error,geo,2,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,6.2.2,"Each activity must have a specified sector, either at activity level OR for all transactions.",error,classifications,1,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,6.7.2,"If sector is declared at transaction level, a sector must be declared for all transactions.",error,classifications,4,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,7.5.3,Budget Period must not be longer than one year.,error,financial,13,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,8.8.1,"The baseline must have a value when the indicator measure is non-qualitative (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",error,performance,1,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,8.8.2,"The baseline value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,0,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,8.9.2,"The target value should be a valid number for all non-qualitative measures (e.g. 1 = unit, 2 = percentage, 3 = nominal, 4 = ordinal).",warning,performance,3,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,9.47.1,The policy marker code is invalid.,error,classifications,4,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,9.48.1,The policy marker significance is invalid.,error,classifications,4,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,9.50.1,The recipient country code is invalid.,error,geo,1,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,9.76.1,The OECD DAC sector is invalid.,error,classifications,2,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unicefnl,9.89.1,The organisation type is invalid.,error,financial,8,> 1M & <= 10M,2020,UNICEF Netherlands National Committee
unido,0.3.1,"Element 'value': '' is not a valid value of the atomic type 'xs:decimal'.
",critical,schema,23,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
unido,102.1.1,"When a non OECD DAC sector vocabulary is used, sector vocabulary 1 - OECD DAC should also be used.",warning,information,2793,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
unido,11.2.1,The transaction date must not be in the future.,error,financial,19,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
unido,11.2.2,The transaction value date must not be in the future.,error,financial,19,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
unido,3.7.2,Recipient country or recipient region should be declared for either the activity or for all transactions.,error,financial,67,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
unido,4.3.1,The title must contain narrative content.,error,information,47,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
unido,4.4.1,The description must contain narrative content.,error,information,787,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
unido,9.103.1,The recipient country code is invalid.,error,financial,10,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
unido,9.108.1,The recipient region budget code is invalid.,error,financial,76,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
unido,9.48.1,The policy marker significance is invalid.,error,classifications,1888,> 100M & <= 1B,2021,United Nations Industrial Development Organization (UNIDO)
united_work,7.5.3,Budget Period must not be longer than one year.,error,financial,1,No spend data for 2019-2021,,United Work
unitedstates,0.3.1,"Element 'contact-info': This element is not expected. Expected is ( activity-date ).
",critical,schema,1,> 1B,2019,United States
unitedstates,6.11.1,The activity must have a planned start date or an actual start date.,error,information,1,> 1B,2019,United States
